First Matching Affiliation from Corresponding Author,First Matching Corresponding Author,Institution Guess,doi,Url to publisher,Url to fulltext in Rero Doc,Article Title,Article Subtitle,Authors,Year,Journal Title,All Affiliations,Publisher,Date of Allowed Open Access Publication (YYYY-MM-DD),Volume,Issue,Start Page,End Page,ISSN (print),ISSN (electronic),Copyright type,Copyright / Licence,Source,Link to Swissbib,Metadata in MARC XML,Metadata in Dublin Core,Metadata in Json-Marc,Comment
"Département de Chimie Minérale, Analytique et Appliquée Université de Genève, 30, quai Ernest-Ansermet, CH-1211, Genève, Suisse","Augustynski, J.",unige,10.1007/s10800-005-1400-x,https://doi.org/10.1007/s10800-005-1400-x,,Photoelectrolytic oxidation of organic species at mesoporous tungsten trioxide film electrodes under visible light illumination,,"Solarska, R.;Santato, C.;Jorand-Sartoretti, C.;Ulmann, M.;Augustynski, J.",2005,Journal of Applied Electrochemistry,"Département de Chimie Minérale, Analytique et Appliquée Université de Genève, 30, quai Ernest-Ansermet, CH-1211, Genève, Suisse;Département de Chimie Minérale, Analytique et Appliquée Université de Genève, 30, quai Ernest-Ansermet, CH-1211, Genève, Suisse;Département de Chimie Minérale, Analytique et Appliquée Université de Genève, 30, quai Ernest-Ansermet, CH-1211, Genève, Suisse;Département de Chimie Minérale, Analytique et Appliquée Université de Genève, 30, quai Ernest-Ansermet, CH-1211, Genève, Suisse;Département de Chimie Minérale, Analytique et Appliquée Université de Genève, 30, quai Ernest-Ansermet, CH-1211, Genève, Suisse",Kluwer Academic Publishers,,35,7-8,715,721,0021-891X,1572-8838,copyright,"Springer, 2005",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s108000051400x,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s108000051400x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s108000051400x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s108000051400x&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Division of Infectious Diseases, University of Geneva Hospitals, 24, rue Micheli-du-Crest, 1211, Geneva 14, Switzerland E-mail: jorge.garbino@hcuge.ch","Garbino, J.",unige,10.1007/s10096-005-1317-7,https://doi.org/10.1007/s10096-005-1317-7,,Disseminated histoplasmosis in an HIV-infected patient discovered by routine blood smear staining,,"Matulionyte, R.;Garbino, J.;Uçkay, I.;Lambert, J. F.;Hirschel, B.",2005,European Journal of Clinical Microbiology and Infectious Diseases,"Division of Infectious Diseases, University of Geneva Hospitals, 24, rue Micheli-du-Crest, 1211, Geneva 14, Switzerland;Division of Infectious Diseases, University of Geneva Hospitals, 24, rue Micheli-du-Crest, 1211, Geneva 14, Switzerland E-mail: jorge.garbino@hcuge.ch;Division of Infectious Diseases, University of Geneva Hospitals, 24, rue Micheli-du-Crest, 1211, Geneva 14, Switzerland;Division of Hematology, University of Geneva Hospitals, 24, rue Micheli-du-Crest, 1211, Geneva 14, Switzerland;Division of Infectious Diseases, University of Geneva Hospitals, 24, rue Micheli-du-Crest, 1211, Geneva 14, Switzerland",Springer-Verlag; http://www.springer.de,,24,5,361,363,0934-9723,1435-4373,copyright,"Springer-Verlag, 2005",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s1009600513177,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1009600513177&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1009600513177&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1009600513177&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Department of community medicine, University Hospitals of Geneva, 24 rue Micheli-du-Crest, CH-1211, Geneva 14, Switzerland E-mail: Maaike.Kruseman@hcuge.ch","Kruseman, Maaike",unige,10.1007/s00038-005-4006-5,https://doi.org/10.1007/s00038-005-4006-5,,Post-migration dietary changes among African refugees in Geneva: a rapid assessment study to inform nutritional interventions,,"Kruseman, Maaike;Barandereka, Nelly-Ange;Hudelson, Patricia;Stalder, Hans",2005,Sozial- und Präventivmedizin,"Department of community medicine, University Hospitals of Geneva, 24 rue Micheli-du-Crest, CH-1211, Geneva 14, Switzerland E-mail: Maaike.Kruseman@hcuge.ch;School of Dieticians,  , Geneva, Switzerland;Department of community medicine, University Hospitals of Geneva, 24 rue Micheli-du-Crest, CH-1211, Geneva 14, Switzerland;Department of community medicine, University Hospitals of Geneva, 24 rue Micheli-du-Crest, CH-1211, Geneva 14, Switzerland",Birkhäuser-Verlag; www.birkhauser.ch,,50,3,161,165,0303-8408,1420-911X,copyright,"Birkhäuser Verlag, Basel, 2005",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s0003800540065,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0003800540065&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0003800540065&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0003800540065&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Clinique d’Urologie, Département de Chirurgie, Hôpital Universitaire, Genève Clinique d’Urologie, Département de Chirurgie, Hôpital Universitaire, 24 Rue Micheli-du-Crest, CH-1211, Genève 14, Schweiz E-mail: f-schmidlin@bluewin.ch","Schmidlin, F.",unige,10.1007/s00120-005-0855-z,https://doi.org/10.1007/s00120-005-0855-z,,NierentraumaRenal trauma,Behandlungsstrategien und OperationsindikationenTreatment strategies and indications for surgical exploration,"Schmidlin, F.",2005,Der Urologe,"Clinique d’Urologie, Département de Chirurgie, Hôpital Universitaire, Genève Clinique d’Urologie, Département de Chirurgie, Hôpital Universitaire, 24 Rue Micheli-du-Crest, CH-1211, Genève 14, Schweiz E-mail: f-schmidlin@bluewin.ch",Springer-Verlag,,44,8,863,869,0340-2592,1433-0563,copyright,"Springer Medizin Verlag, 2005",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s001200050855z,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s001200050855z&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s001200050855z&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s001200050855z&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Cell Biology Laboratory, University Eye Clinic, Geneva, Switzerland Clinique d’Ophtalmologie, 22, rue Alcide Jentzer, 1211, Genève 14, Switzerland E-mail: andre.dosso@hcuge.ch","Dosso, André A.",unige,10.1007/s00417-004-0996-6,https://doi.org/10.1007/s00417-004-0996-6,,Bilateral corneal perforation in familial amyloidotic polyneuropathy,,"Dosso, André A.;Rungger-Brändle, Elisabeth",2005,Graefe's Archive for Clinical and Experimental Ophthalmology,"Cell Biology Laboratory, University Eye Clinic, Geneva, Switzerland Clinique d’Ophtalmologie, 22, rue Alcide Jentzer, 1211, Genève 14, Switzerland E-mail: andre.dosso@hcuge.ch;Cell Biology Laboratory, University Eye Clinic, Geneva, Switzerland",Springer-Verlag; http://www.springer.de,,243,3,273,277,0721-832X,1435-702X,copyright,"Springer-Verlag, 2004",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s0041700409966,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0041700409966&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0041700409966&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0041700409966&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Division of Neuroradiology of the Department of Radiology, Geneva University Hospital, Rue Micheli-du-Crest 24, 1211, Geneva, Switzerland E-mail: karl-olof.lovblad@hcuge.ch","Lovblad, K. O.",unige,10.1007/s00234-004-1206-2,https://doi.org/10.1007/s00234-004-1206-2,,Double-lumen balloon microcatheter-assisted occlusion of cerebral vessels with coils: a technical note,,"Handa, A.;Abdo, G.;Yilmaz, H.;Wetzel, S. G.;Lovblad, K. O.;Bijlenga, P.;De Tribolet, N. ;Rufenacht, D. A.",2004,Neuroradiology,"Division of Neuroradiology of the Department of Radiology, Geneva University Hospital, Rue Micheli-du-Crest 24, 1211, Geneva, Switzerland;Division of Neuroradiology of the Department of Radiology, Geneva University Hospital, Rue Micheli-du-Crest 24, 1211, Geneva, Switzerland;Division of Neuroradiology of the Department of Radiology, Geneva University Hospital, Rue Micheli-du-Crest 24, 1211, Geneva, Switzerland;Division of Neuroradiology of the Department of Radiology, Geneva University Hospital, Rue Micheli-du-Crest 24, 1211, Geneva, Switzerland Division of Neuroradiology of the Department of Radiology, Kantonsspital Basel/University Clinics, Basel, Switzerland;Division of Neuroradiology of the Department of Radiology, Geneva University Hospital, Rue Micheli-du-Crest 24, 1211, Geneva, Switzerland E-mail: karl-olof.lovblad@hcuge.ch;Department of Neurosurgery, University Hospital, Geneva, Switzerland;Department of Neurosurgery, University Hospital, Geneva, Switzerland;Division of Neuroradiology of the Department of Radiology, Geneva University Hospital, Rue Micheli-du-Crest 24, 1211, Geneva, Switzerland",Springer-Verlag,,46,7,577,582,0028-3940,1432-1920,copyright,"Springer-Verlag, 2004",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s0023400412062,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0023400412062&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0023400412062&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0023400412062&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Neuroradiology SRRI, Geneva University Hospital, HUG, Rue Micheli-du-Crest 24, 1211, Geneva, Switzerland E-mail: karl-olof.lovblad@hcuge.ch","Lövblad, K. O.",unige,10.1007/s00234-004-1183-5,https://doi.org/10.1007/s00234-004-1183-5,,ADC mapping of the aging frontal lobes in mild cognitive impairment,,"Lövblad, K. O.;Delavelle, J.;Wetzel, S.;Kelekis, A. D.;Assal, F.;Palmesino, M.;Gold, G.;Yilmaz, H.;Ruiz, D. San Millan;Lazeyras, F.;Mehdizade, A.;Rüfenacht, D. A.",2004,Neuroradiology,"Neuroradiology SRRI, Geneva University Hospital, HUG, Rue Micheli-du-Crest 24, 1211, Geneva, Switzerland E-mail: karl-olof.lovblad@hcuge.ch;Neuroradiology SRRI, Geneva University Hospital, HUG, Rue Micheli-du-Crest 24, 1211, Geneva, Switzerland;Neuroradiology SRRI, Geneva University Hospital, HUG, Rue Micheli-du-Crest 24, 1211, Geneva, Switzerland;Neuroradiology SRRI, Geneva University Hospital, HUG, Rue Micheli-du-Crest 24, 1211, Geneva, Switzerland;Clinique de Neurologie, Hôpital Universitaire de Genève, Geneva, Switzerland;Clinique de Neurologie, Hôpital Universitaire de Genève, Geneva, Switzerland;Service de Gériatrie, Hôpital Belle-Idée, Geneva, Switzerland;Neuroradiology SRRI, Geneva University Hospital, HUG, Rue Micheli-du-Crest 24, 1211, Geneva, Switzerland;Neuroradiology SRRI, Geneva University Hospital, HUG, Rue Micheli-du-Crest 24, 1211, Geneva, Switzerland;Neuroradiology SRRI, Geneva University Hospital, HUG, Rue Micheli-du-Crest 24, 1211, Geneva, Switzerland;Neuroradiology SRRI, Geneva University Hospital, HUG, Rue Micheli-du-Crest 24, 1211, Geneva, Switzerland;Neuroradiology SRRI, Geneva University Hospital, HUG, Rue Micheli-du-Crest 24, 1211, Geneva, Switzerland",Springer-Verlag,,46,4,282,286,0028-3940,1432-1920,copyright,"Springer-Verlag, 2004",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s0023400411835,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0023400411835&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0023400411835&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0023400411835&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Section de Mathématiques, 2-4 rue du Lièvre, CH-1211, Genève 24, Switzerland E-mail: Mathieu.Baillif@math.unige.ch","Baillif, M.",unige,10.1007/s00013-004-4760-2,https://doi.org/10.1007/s00013-004-4760-2,,Long line knots,,"Baillif, M.;Cimasoni, D.",2004,Archiv der Mathematik,"Section de Mathématiques, 2-4 rue du Lièvre, CH-1211, Genève 24, Switzerland E-mail: Mathieu.Baillif@math.unige.ch;Section de Mathématiques, 2-4 rue du Lièvre, CH-1211, Genève 24, Switzerland E-mail: David.Cimasoni@math.unige.ch",Birkhäuser-Verlag,,83,1,70,80,0003-889X,1420-8938,copyright,"Birkhäuser-Verlag, 2004",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s0001300447602,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0001300447602&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0001300447602&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0001300447602&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"School of Pharmaceutical Sciences, University of Geneva & University of Lausanne, 30 Quai Ernest Ansermet, 1211, Geneva, Switzerland “Pharmapeptides”, Centre Interuniversitaire de Recherche et d’Enseignement, 74160, Archamps, France E-mail: yogi.kalia@pharm.unige.ch","Kalia, Y. N.",unige,10.1007/s11095-007-9294-4,https://doi.org/10.1007/s11095-007-9294-4,,Transdermal Delivery of Cytochrome C—A 12.4 kDa Protein—Across Intact Skin by Constant–Current Iontophoresis,,"Cázares-Delgadillo, J.;Naik, A.;Ganem-Rondero, A.;Quintanar-Guerrero, D.;Kalia, Y. N.",2007,Pharmaceutical Research,"School of Pharmaceutical Sciences, University of Geneva & University of Lausanne, 30 Quai Ernest Ansermet, 1211, Geneva, Switzerland “Pharmapeptides”, Centre Interuniversitaire de Recherche et d’Enseignement, 74160, Archamps, France;School of Pharmaceutical Sciences, University of Geneva & University of Lausanne, 30 Quai Ernest Ansermet, 1211, Geneva, Switzerland “Pharmapeptides”, Centre Interuniversitaire de Recherche et d’Enseignement, 74160, Archamps, France Triskel Integrated Services SA, 4 rue des Terreaux-du-Temple, 1201, Geneva, Switzerland;División de Estudios de Posgrado (Tecnología Farmacéutica), Facultad de Estudios Superiores Cuautitlán, Universidad Nacional Autónoma de México, Av. 1° de Mayo S/N Cuautitlán Izcalli, 54704, Estado de México, Mexico;División de Estudios de Posgrado (Tecnología Farmacéutica), Facultad de Estudios Superiores Cuautitlán, Universidad Nacional Autónoma de México, Av. 1° de Mayo S/N Cuautitlán Izcalli, 54704, Estado de México, Mexico;School of Pharmaceutical Sciences, University of Geneva & University of Lausanne, 30 Quai Ernest Ansermet, 1211, Geneva, Switzerland “Pharmapeptides”, Centre Interuniversitaire de Recherche et d’Enseignement, 74160, Archamps, France E-mail: yogi.kalia@pharm.unige.ch",Kluwer Academic Publishers-Plenum Publishers; http://www.springer-ny.com,,24,7,1360,1368,0724-8741,1573-904X,copyright,"Springer Science+Business Media, LLC, 2007",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s1109500792944,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1109500792944&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1109500792944&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1109500792944&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Division of Geriatrics, Department of Rehabilitation and Geriatrics, University of Geneva, Switzerland INSERM Démographie et Santé, Val d’Aurelle, Parc Euromedecine, 34298, Montpellier, France E-mail: robine@valdorel.fnclcc.fr","Robine, Jean-Marie",unige,10.1007/BF03324829,https://doi.org/10.1007/BF03324829,,Trends in population health,,"Robine, Jean-Marie",2006,Aging Clinical and Experimental Research,"Division of Geriatrics, Department of Rehabilitation and Geriatrics, University of Geneva, Switzerland INSERM Démographie et Santé, Val d’Aurelle, Parc Euromedecine, 34298, Montpellier, France E-mail: robine@valdorel.fnclcc.fr",Springer International Publishing,,18,5,349,351,1594-0667,1720-8319,copyright,"Springer Internal Publishing Switzerland, 2006",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007BF03324829,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007BF03324829&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007BF03324829&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007BF03324829&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Dept. of Math. Analysis Math. Mech. Faculty, St. Petersburg State University, Universitetskij pr. 28, Staryj Petergof, RUS-198504, St. Petersburg, Russia Section de Mathématiques, Université de Genève, 2–4, rue du Lièvre, CH-1211, Genève, Switzerland E-mail: delta4@math.spbu.ru","Chelkak, Dmitry",unige,10.1007/s00023-007-0330-z,https://doi.org/10.1007/s00023-007-0330-z,,The Inverse Problem for Perturbed Harmonic Oscillator on the Half-Line with a Dirichlet Boundary Condition,,"Chelkak, Dmitry;Korotyaev, Evgeny",2007,Annales Henri Poincaré,"Dept. of Math. Analysis Math. Mech. Faculty, St. Petersburg State University, Universitetskij pr. 28, Staryj Petergof, RUS-198504, St. Petersburg, Russia Section de Mathématiques, Université de Genève, 2–4, rue du Lièvre, CH-1211, Genève, Switzerland E-mail: delta4@math.spbu.ru;Institut für Mathematik, Humboldt Universität zu Berlin, Rudower Chaussee 25, D-12489, Berlin, Germany E-mail: evgeny@math.hu-berlin.de",Birkhäuser-Verlag; www.birkhäuser.ch,,8,6,1115,1150,1424-0637,1424-0661,copyright,"Birkhäuser Verlag Basel/Switzerland, 2007",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s000230070330z,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s000230070330z&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s000230070330z&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s000230070330z&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Département de physique théorique, Université de Genève, 24, quai E. Ansermet, CH-1211, Genève 4, Switzerland E-mail: rafael.tiedra@physics.unige.ch","Tiedra De Aldecoa, Rafael",unige,10.1007/s00023-005-0243-7,https://doi.org/10.1007/s00023-005-0243-7,,Time Delay and Short-Range Scattering in Quantum Waveguides,,"Tiedra De Aldecoa, Rafael",2006,Annales Henri Poincaré,"Département de physique théorique, Université de Genève, 24, quai E. Ansermet, CH-1211, Genève 4, Switzerland E-mail: rafael.tiedra@physics.unige.ch",Birkhäuser-Verlag; www.birkhauser.ch,,7,1,105,124,1424-0637,1424-0661,copyright,"Birkhäuser Verlag, Basel, 2006",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s0002300502437,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0002300502437&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0002300502437&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0002300502437&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
